Protocol,Domain,Path,Subdomain,URL len,Domain len,Subdomain len,Path len,#Subdomains,IP,HTTPS,Known TLD,#Brand,#Similar brand,#Similar keyword,Brand check,#Random word,Random domain,#Keyword,#Other word,#Raw word,Avg word len,Long word len,Short word len,#SC,Label 
http,dynamic-dns,/red1/,cart-si-titolari-20-17-efdgdf,2,1,1,2,0,0,0,1,1,0,0,1,1,1,2,0,1,0,0,1,1,1
http,aptra,/wp-includes/SimplePie/jj2/jj2/eaeed087ccf5c262f605f57fa50846ff/index2.htm,www,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,1,0,1
http,96,/matchp/matchvip.htm,photosvip,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,1
http,fiesinscricoes,/matchphotos.html,mymatchphotos,2,1,2,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,1,0,1
http,liraon,/sign_in.htm,m.facebook.com------------------login-secured,2,0,1,2,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,1,1,1
http,portalfgts,/caixa.gov.br/pages/inter/index.php,,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,samarragov,/wr1/dropbox/proposal/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,inhomecareidaho,/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,,1,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,2,1,1,0,1
http,liraon,/sign_in.php,m.facebook.com----------------------securedlogin---acc-confirm,1,0,1,2,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,1,1
http,fangtasiaphonesex,/Godsgrace/Dropfile/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,michaelsmolski,/0w1/Owa/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,click,/mas678ben,,0,0,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,h2hventures,/styles/,,0,1,1,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1
http,dontworrychickencurry,/images/bil.htm,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,ournepal,/images/band_of_kathmandu/scarred/fomula1/ssControlPanel.htm,,1,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,mir-holoda,/price.files/match.html,www,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,paranavida,/fontz/logss/filewords/,,0,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,phpmatrimonialscript,/wp-includes/SimplePie/css/BOA/qes.php,,2,1,1,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,rccgpavilion,/components/com_acymailing/controllers/js/fr/frebox158418/e1acec14bad70e2d1a80566e6c3108c4/,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,1,0,1
http,doutorconsorcio,/folder3/Arch/Arch/Archive/,,2,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1
http,kofoed-fr,/Compte/93843687342927348376/8325682376834768237648/92029/d6b56/moncompte/,mobile-free,1,0,2,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,2,1
http,primoframe,/ledoux/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,phpmatrimonialscript,/wp-includes/SimplePie/css/BOA/card.php,,2,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,kofoed-fr,/Compte/93843687342927348376/8325682376834768237648/95993/65569/moncompte/,mobile-free,1,0,2,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,2,1
http,kofoed-fr,/Compte/93843687342927348376/8325682376834768237648/92029/da9cc/moncompte/,mobile-free,1,0,2,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,1,2,1
http,mobilier-lemnmasiv,/wp-content/plugins/giga-slider/lang/alibaba.com/Login.htm,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,1
http,antiquehostel,/logs/sxxs/0e92aeba37fa2bcc59a7999f36df2f6d/verification/verification.php,www,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,2,1,1,0,1
http,mir-holoda,/price.files/adobeCom/inc/index.php,www,2,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1
https,amazoncontrol,/s/page/match.html,,0,1,1,1,0,0,1,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,16mb,,photoview8,0,0,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,newsvanguard,/secure/BOA/home/info.php,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1
http,newsvanguard,/secure/BOA/home/confirm.php,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1
http,newsvanguard,/secure/BOA/home/info.php,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1
https,newsvanguard,/secure/BOA/home/confirm.php,,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1
http,trustlawsuits,/fresh.php,guard,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
https,supremehosting,/client/ioncube/Update/paypal/login.php,,1,1,1,1,0,0,1,0,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,sandiegovendingmachine,/wp-admin/cs/domain/Login.php,,2,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,1,0,1
http,bagpipermildura,/idprovider/pages/securelogin/index.html,www,2,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1
http,fontedevidaeterna,/confirminfochaseonline.com/chase/5915a83c5ca352d1a60f39bf8aacaff2/email.php,www,1,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,cabinetelendil,/hil/office/,,0,1,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
https,universityrankings,/css/OWA(1).HTML,,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,poggisub,/modules/Dropbox/Dropbox/Dropbox/1f539c7b586499970ef4ac3c9f72f596/,,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,2,1,1,0,1
http,pixelnam,/skonsko/BDBBB4/BDBBB/BDBBB/dpbx/,www,2,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1
http,bisnis101,/share/view/adobe/user/login/index.htm,,2,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1
http,app15,/themeset1_2015-08-07-11-24-38/app/y/index.htm,page,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,1
https,maszx,/template/default/portal/roox/index.php,www,1,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,1
http,mashtaresort,/mail.htm,,2,1,1,2,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,0,0,1
http,pixelnam,/skonsko/BDBBB4/BDBBB/BDBBB/dpbx/index.php,,2,0,1,1,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1
http,unitedkingdomimmigrationservices,/jj_jp/e3dc325482ee637ca0bda89a9370b486/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,unitedkingdomimmigrationservices,/jj_jp/e3dc325482ee637ca0bda89a9370b486/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,piewerks,/chinex/ogs/draft/mail.htm,,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,1
http,ruhaszalon,/authentication/,suntrust.com,0,1,2,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,savagtolldoc,/done/index.html,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,simer,/tescoonlineupdate.secures/,,0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,1,0,1
http,antiquehostel,/logs/sxxs/dda6e20944a66809a09f4c577a882cac/verification/verification.php,www,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,2,1,1,0,1
http,piewerks,/chinex/ogs/draft/,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,robashburn,/gg/ayo1/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,camillascake,//images/bannerss/.default/.express/.manage/.impress/.service/,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,librievini,/casfhgkjfhgkjdfhuigiyuyuruejfhjhgfjdhkj,,2,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,1
http,premiumx,/edr/GD/PI/,email,0,0,0,2,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,1,0,1
http,sarmawola,/signin/,,0,0,1,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1
http,hallwaystreetsigns,/pdfs/home/1baec2b40858a848369b35612c8fb982/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,kenmetcalf,/old/images/su.htm,,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,hol,/log1.php,pages-5503,0,0,2,2,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,1,0,1
http,hol,/facebook-security,pages-5503,0,0,2,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,1,0,1
http,whatsmyhomesvalue,/DocuSign/Secured/healthgov/,,2,1,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,leker-king,/yahoo/yahoo/mail7.php,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,wrkinprog,/wp-admin/network/docs/a065df23d91e4a420483d210fd1689c7,,2,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,liceosanconrado,/00202fjf/casts/,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,ashimsolutions,/logchase_dpt/index.php,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,mirazfood,/update/New/success.php,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,nanotechnopolis,/validdocument/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,nanotechnopolis,/validdocument/9dbe7127e25a7065795f971452e848c0/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,nanotechnopolis,/viewdocs/216a90999c44c5fba9a4df02e696bd37/,www,2,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,nanotechnopolis,/viewdocs/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,1tempurl,/isnm/,netlflex-001-site1,0,0,1,2,0,0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,2,1
http,unitedkingdomimmigrationservices,/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,unitedkingdomimmigrationservices,/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,unitedkingdomimmigrationservices,/jj_jp/,www,2,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,unitedkingdomimmigrationservices,/jj_jp/,www,2,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,skytel,/bofa/home/login.php,www,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,lightshadeinc,/wp-content/dropbox/dropbox/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,p0f,/Login_to_Your_Account(9).htm,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1,0,1
http,lollastar,/wp-content/themes/twentysixteen/view/index.html,www,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1
http,lollastar,/wp-content/themes/twentysixteen/view/index.html,www,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1
http,karikari,/wa_gallery/,,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,fabolezgadget,/catalog/model/setting/AdobeVerify/index.html,,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,golfhoanggia,/models/w/,,0,1,1,2,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,superhousepictures,/molenu/mailbox/domain/,,0,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,1
http,platerom,/mygenlvl/products/viewer.php,,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,piewerks,/chinex/ogs/draft/mail.htm,,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,1
http,festivalbecause,/boks/rap/olsag/almiu.html,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,0,0,1
http,ornamentmania,/downloader/skin/gdoc-secure/gtex/,www,2,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,0,0,1
http,liceosanconrado,/836gsg5/casts/,,0,1,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,goldenliquor,/mtdoc/index.php,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,sicurezzabioproject,/tmp/nab/nab_serves/costumer/information/check/,www,1,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,1
http,festivalbecause,/boks/rap/olsag/,,0,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,festivalbecause,/boks/rap/olsag/ahama.html,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,0,0,1
http,eveannlovero,/modules/footer/mp/autoexcel/excel/index.php,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,eveannlovero,/modules/footer/mp/autoexcel/excel/index.php,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,hubenbartl,/www.google.com/,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,liceosanconrado,/236gr4/casts/index.php,,0,1,1,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,omahcorp,/dx/b0028c287609714d60df89942ca88094/,,2,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,1,2,1,1,0,1
http,omahcorp,/dx/012962f7ce4c0854415e6bd264535560/,,2,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,1,2,1,1,0,1
http,i-house,/wp-trackback/en/,,1,0,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,2,1,1,0,1
http,cic,/libraries/openid/Auth/OpenID/system/login.php,,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0,1
http,nanotechnopolis,/validdocument/f4d2dfb73a486890c95a3b59d9090b5f/,,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,saughallmassie,/we/seniorpeoplemeet/v3/login.html,,2,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1
http,leker-king,/yahoo/yahoo/mail7.php,,2,1,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,1
http,lhndemo,/wp-css/update.html,www,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1
http,abcroadandlockassistance,/IWA/GD/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,arvixeshared,/~fosco999/,dallas174,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,nnordson,/%7b%7d/781687308acaa5e461dab88736b39e34/,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,besame,/buscador/china/,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
https,tetedebois,/wonderland/Gdoccc/,,0,1,1,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,zovermedical,/worthie/aptgd/,,0,1,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,cic,/libraries/openid/Auth/OpenID/system/login.php,,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,1,0,1
http,nanotechnopolis,/validdocument/38db23899b2225acc540a2cc9b4dae45/,,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,nanotechnopolis,/viewdocs/a09cfd617135eb9c20d0bb6fd6cdd9c9/,,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,capsilab,/wp-admin/css/colors/adobepdf/,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,apple2api,/indexx.html,www,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,abcroadandlockassistance,/IWA/GD/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,paintcrete,/googledoc/index.php,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,1
http,lhndemo,/wp-css/update.html,,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1
http,bestincs,/Dropbox/Dropbox/Dropbox/WS/8544b70514b0449d008c7091a66d58f9/contlnue.php,,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,confluentc,/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,revistatourgourmet,/tmp/mail-box/TnpBNE16VTFPRGc1/,,2,1,1,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,1,0,0,1
http,capsilab,/wp-admin/css/colors/midnight/adobepdf/error.html,,2,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,nnordson,/%7b%7d/1ccc2a9663830e10a51f54c41ff20bfd/,www,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
https,daydo-app,/ibeacon/configuration/Billing/information/verification/secure/center/amz/moises/4da943b781212f12af6a38cec88316f4/welog.php,,1,0,1,1,0,0,1,1,1,0,0,1,2,1,1,0,1,0,1,0,0,1
http,ornamentmania,/lib/gdoc-secure/gtex,www,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,hetys,/1/1/3a05e762b509f0ce34759e521fab7ff5/,,2,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,ansti,/email/gmail/login.php,,0,0,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,0,0,1
http,lilistephens,/2017/5634/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,liceosanconrado,/02364LOJD/casts/,,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
http,lambabajunior,/gaz/Googledrt1/login.php,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,adsensemart,/dp/ayo1/ayo1/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,adsensemart,/dp/ayo1/ayo1/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,almihrab,/dhl/adobelatest/adobe/,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1
https,crowntec,/a40/,,0,0,1,2,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,westernamericanfoodschina,/Home/webscr/,,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,1,0,1
http,77.194.54.247,/wordpress/online.hmrc.gov.uk/index.php,,2,1,1,1,1,1,0,1,0,0,0,1,1,0,2,0,1,0,0,1,2,1
http,baltkagroup,/mailcheck/source/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,facebook-login,/,www,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1
http,adsensemart,/dp/ayo1/ayo1/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,1
http,nproofing,/ren/op/,signin.amazon.co.uk-prime.form-unsuscribe.id-7816,1,0,1,2,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,1,1,1
http,plataformalcd,/~plataformalcd/plataformalcd/chase/,,2,1,1,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,primoframe,/amber/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1
http,ornamentmania,/shell/gdoc-secure/gtex/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,euromina,/%20%20/home/pessoa-fisica.php,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,alibobo,/blog/wordpress/words/blessmemore.html,,2,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1
http,canvashub,/myfiles/0cd04d6a7039f31bdda229e3fdcf46fb/step2.php,,1,0,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,hallwaystreetsigns,/pdfs/home/bfbe060107cd442c604ff0a69cc8a940/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1
http,advancemedical-sa,/file/review.pg/manage/,,0,1,1,1,0,0,0,1,1,0,0,1,2,0,2,0,1,0,1,1,0,1
http,yanluxe,/wp-content/themes/idstore/js/index.php,,2,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,1
http,cop,/wp-content/adobee/adobe.php,,0,0,1,1,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,1,0,1
http,siyacom,/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/,,1,0,1,1,0,0,0,1,1,0,0,1,2,1,2,0,1,2,1,0,0,1
http,service-freeboxligne,/assurez/9ae75b651ab5a58462046a33308528b8/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,service-freeboxligne,/assurez/9ae75b651ab5a58462046a33308528b8/,www,1,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,1
http,service-freeboxligne,/assurez/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,tisch-und-decke,/Gon/cpanel/,,0,1,1,2,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,2,1
http,bunchyogurt,/wp-content/themes/x/framework/css/index.php,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,1
http,confluentc,/images/excelfile/1bfc02a75ee568412279b969645fd856/,,2,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,1
http,cosasocultashd,/app/index.php,indexunited,1,1,2,2,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,cosasocultashd,/app/index.php,indexunited,1,1,2,2,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,cosasocultashd,/app/index.php,indexunited,1,1,2,2,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,cosasocultashd,/app/index.php,indexunited,1,1,2,2,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,0,1
http,wish4job,/page/mpelidrop.html,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,mzansinet,/log/all/d/DHL%20AUTO/,,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,1
http,baitherbackreview,/wp-content/gtex/,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1
http,santiagoingaramo,/tmp/Google101/Google/dld/us/,www,2,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1
https,footkre,/docusingn/index.php,,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,0,1,0,0,1,0,1
http,googlegroups,/attach/5ed5d019a6363180/docfile..htm,13453765871837679316,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1
http,googlegroups,/attach/5ed5d019a6363180/docfile..htm,13453765871837679316,1,1,1,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,1,1,0,1
http,andrewrobertsllc,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,www,1,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,2,1,0,0,1
http,andrewrobertsllc,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,www,1,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,2,1,0,0,1
http,stchartered,/images/adb/,www,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,pennalanvpk,/document/newdropbox/,,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1
http,cihancelikonline,/wp-content/upgrade/logining.php,,2,1,1,1,0,0,0,1,0,0,0,1,2,0,2,0,1,0,1,1,0,1
https,familyinsuranceservices,/-/am/,,0,1,1,2,0,0,1,1,1,0,0,1,0,0,2,0,0,2,1,1,0,1
http,stchartered,/images/adb/,,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
http,andrewrobertsllc,/adobe/adb/,,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1
http,posmogo,/securee.php,,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1
https,gem,/shell/dejiwire/fmsk/garyspeed/165957739e5e07bdb83b0c3b9799899a/,,1,0,1,1,0,0,1,0,0,0,0,1,2,0,2,0,1,2,1,0,0,1
http,radiocatolicalaconsentida,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,,1,1,1,1,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1
