Protocol,Domain,Path,Subdomain,Path len,URL len,Dom len,Sbd len,# SBD,#Brands,#SimBrs,#Key,#SimKey,#Rand,RandD,#Oth,#Raw,AvgWL,MaxWL,MinWL,STDV,Label
http,historynet,/the-gettysburg-address,www,23,48,10,3,0,0,0,1,0,4,True,1,6,6.0,10,3,3.4641016151377544,0
http,shmoop,/historical-texts/gettysburg-address/summary.html,www,49,70,6,3,0,0,0,2,0,5,True,1,9,6.111111111111111,10,3,2.6666666666666665,0
https,civilwar,/learn/educators/curriculum/elementary-school/gettysburg-address,www,64,88,8,3,0,0,0,0,0,9,True,1,10,7.1,10,3,2.766867462592951,0
http,historyinanhour,/2012/11/19/gettysburg-address-summary/,www,39,69,15,3,0,0,0,2,0,6,True,1,9,5.888888888888889,15,2,4.371625682868,0
http,totallyhistory,/gettysburg-address/,,20,45,14,0,0,0,0,1,0,3,True,0,4,8.5,14,3,4.654746681256314,0
http,history,/topics/american-civil-war/gettysburg-address,www,45,67,7,3,0,0,0,1,0,7,True,1,9,5.777777777777778,10,3,2.488864087178013,0
https,yahoo,/question/index,answers,15,66,5,7,0,1,0,1,0,3,False,1,7,7.428571428571429,21,3,6.267831705280087,0
https,gilderlehrman,/sites/default/files/inline-pdfs/Gettysburg%20Address%20Analysis.pdf,www,68,97,13,3,0,0,0,0,0,9,True,1,12,6.5,13,3,3.3166247903554,0
https,ourdocuments,/,www,1,29,12,3,0,0,0,0,0,2,True,1,3,6.0,12,3,5.196152422706632,0
http,dictionary,/browse/collision,www,17,42,10,3,0,0,0,1,0,3,True,1,5,6.2,10,3,3.2710854467592254,0
https,merriam-webster,/dictionary/collision,www,21,52,15,3,0,0,0,1,0,4,True,1,6,6.5,10,3,2.949576240750525,0
http,thefreedictionary,/collision,www,10,42,17,3,0,0,0,1,0,2,True,1,4,8.0,17,3,6.6332495807108,0
http,techtarget,/definition/collision,searchnetworking,21,59,10,16,0,0,0,1,0,4,True,0,5,9.6,16,3,4.61519230368573,0
http,yourdictionary,/collision,www,10,39,14,3,0,0,0,1,0,2,True,1,4,7.25,14,3,5.315072906367325,0
http,babylon-software,/collision/,dictionary,11,49,16,10,0,0,0,1,0,4,True,0,5,7.4,10,3,2.701851217221259,0
http,cambridge,/us/dictionary/english/collision,dictionary,32,63,9,10,0,1,0,0,0,6,True,0,7,7.142857142857143,10,2,3.3380918415851206,0
http,definitions,/definition/COLLISION,www,21,47,11,3,0,1,0,0,0,3,True,1,5,7.2,11,3,3.8987177379235853,0
http,synonym-finder,/definition/collision,www,21,50,14,3,0,0,0,1,0,3,True,1,6,6.333333333333333,10,3,2.943920288775949,0
http,linfo,/collision.html,www,15,35,5,3,0,0,0,0,0,3,True,1,5,4.8,9,3,2.4899799195977463,0
http,embl-hamburg,/workshops/2006/domains/pdf/19_Jones.pdf,www,40,66,12,3,0,1,0,0,0,6,True,1,10,5.0,9,2,2.494438257849294,0
http,embl-heidelberg,/smart/set_mode.cgi,smart,19,50,15,5,0,1,0,0,0,5,True,1,7,5.285714285714286,10,2,2.811540841738193,0
http,ucf,/~jcheng/domain.pdf,www.cs,19,40,3,6,0,0,0,0,0,3,False,1,7,3.7142857142857144,6,2,1.6035674514745464,0
http,ucl,/ffpred,bioinf.cs,7,33,3,9,0,1,0,0,0,3,True,1,6,3.5,6,2,1.9748417658131499,0
http,creative-biostructure,/protein-domain-prediction-1.htm,www,32,68,21,3,0,0,0,1,0,6,True,1,9,5.888888888888889,12,1,3.689323936863109,0
http,slideserve,/yoshe/protein-domain-boundary-prediction,www,41,66,10,3,0,0,0,1,0,6,True,1,8,6.5,10,3,2.7774602993176543,0
http,uaeu,/nzaki/doc/MaadZaki1.pdf,faculty,24,49,4,7,0,1,0,0,0,2,False,1,8,4.375,9,2,2.5035688811888406,0
http,utoronto,/reimand/paper_pdf/Reimand_genome2network_review.pdf,individual,52,81,8,10,0,0,0,1,0,4,True,1,7,9.714285714285714,29,2,9.013217807092827,0
https,wikipedia,/wiki/Protein%E2%80%93protein_interaction_prediction,en,52,76,9,2,0,2,0,1,0,5,True,0,8,7.625,32,2,10.18314433617773,0
http,umich,/ThreaDom/,zhanglab.ccmb.med,10,44,5,17,0,0,0,0,0,5,True,1,6,5.166666666666667,8,3,2.316606713852541,0
https,wikipedia,/wiki/Open-source_software,en,26,50,9,2,0,2,0,1,0,3,True,0,6,6.166666666666667,15,2,4.9564772436345015,0
https,opensource,/resources/what-open-source,,27,49,10,0,0,0,0,1,0,5,True,0,6,6.0,10,3,2.898275349237888,0
https,sourceforge,/,,1,24,11,0,0,1,0,0,0,1,True,0,2,7.0,11,3,5.656854249492381,0
https,wikipedia,/wiki/Open-source,en.m,17,43,9,4,0,3,0,1,0,3,True,0,7,4.142857142857143,9,1,2.6726124191242437,0
http,defense,/Open-Source-Software-FAQ/,dodcio,26,51,7,6,0,0,0,0,0,5,True,1,7,5.285714285714286,8,3,1.9760470401187074,0
http,gnu,/philosophy/free-software-for-freedom,www,37,55,3,3,0,1,0,0,0,5,False,1,8,5.125,10,3,2.799872446074234,0
http,lifehacker,/articles/best-open-source-software/,,36,57,10,0,0,0,0,0,0,6,True,1,7,6.142857142857143,10,3,2.6095064302514777,0
http,webopedia,/DidYouKnow/Computer_Science/open_source.asp,www,44,68,9,3,0,0,0,1,0,5,True,1,7,7.857142857142857,16,3,5.047394424471944,0
https,wikibooks,/wiki/Open_Source,en,17,41,9,2,0,1,0,1,0,3,True,0,5,5.8,11,2,3.96232255123179,0
http,makeuseof,/tag/find-open-source-software-windows/,www,39,63,9,3,0,1,0,1,0,6,True,1,9,5.222222222222222,9,3,2.3333333333333335,0
https,wikipedia,/wiki/Content_delivery_network,en,30,54,9,2,0,2,0,1,0,2,True,0,5,8.4,24,2,9.126883367283709,0
https,gtmetrix,/why-use-a-cdn.html,,19,39,8,0,0,1,0,1,0,2,False,1,7,3.5714285714285716,8,1,2.14919697074224,0
https,wikipedia,/wiki/Content_Delivery_Network,ru,30,54,9,2,0,2,0,0,0,2,True,1,5,8.4,24,2,9.126883367283709,0
https,cloudflare,/cdn/,www,5,31,10,3,0,0,0,1,0,1,True,1,4,4.75,10,3,3.5,0
https,incapsula,/cdn-guide/what-is-cdn-how-it-works.html,www,40,65,9,3,0,2,0,1,0,5,True,1,12,3.8333333333333335,9,2,1.8989630344113089,0
http,wpbeginner,/beginners-guide/why-you-need-a-cdn-for-your-wordpress-blog-infographic/,www,72,97,10,3,0,3,0,1,0,9,True,1,15,5.0,11,1,3.116774889895918,0
http,techtarget,/definition/content-delivery-network-CDN,searchaws,40,71,10,9,0,0,0,1,0,6,True,1,8,7.125,10,3,2.799872446074234,0
https,akamai,/us/en/cdn/,www,11,33,6,3,0,1,0,2,0,1,True,1,6,3.1666666666666665,6,2,1.4719601443879744,0
http,whatismyipaddress,/cdn,,4,32,17,0,0,0,0,1,0,1,True,1,3,7.666666666666667,17,3,8.082903768654761,0
https,varvy,/pagespeed/content-delivery-networks.html,,41,58,5,0,0,0,0,1,0,5,True,1,7,6.285714285714286,9,3,2.2886885410853175,0
https,wikipedia,/wiki/Network_access_point,en,26,50,9,2,0,2,0,1,0,2,True,0,5,7.6,20,2,7.436396977031283,0
http,academic,/169585/Internet_Access_Point,universal_en_ru,29,63,8,15,0,0,0,0,0,4,True,1,5,10.4,21,2,7.569676347110224,0
http,DigitalCitizen,/how-turn-your-windows-81-laptop-wifi-access-point,www,50,80,14,3,0,0,0,0,0,11,True,1,12,5.166666666666667,14,2,3.1285585799020588,0
http,rootsh3ll,/2015/12/fake-wifi-access-point-walkthrough/,www,44,68,9,3,0,0,0,1,0,8,True,1,10,5.1,11,2,2.8460498941515415,0
http,woshub,/how-to-create-a-wi-fi-access-point-on-windows-10/,,50,67,6,0,0,2,0,4,0,7,True,0,13,3.6153846153846154,7,1,2.063106942552968,0
https,bleepingcomputer,/forums/t/601102/windows-10-wifi-connects-but-no-internet-access-no-internet-secured/,www,85,117,16,3,0,1,0,1,0,14,True,1,17,5.411764705882353,16,1,3.641064808703145,0
https,quora,/What-is-internet-access-point,www,30,51,5,3,0,1,0,1,0,5,True,1,8,4.5,8,2,1.927248223318863,0
https,publicintelligence,/faa-internet-access-point-configuration-management/,,52,82,18,0,0,1,0,1,0,5,True,1,8,8.25,18,3,5.230405611149374,0
http,doozan,/read.php,forum,9,39,6,5,0,0,0,1,0,5,True,1,7,3.7142857142857144,6,1,1.6035674514745464,0
http,ishanarora,/2009/07/29/windows-7-as-a-wireless-access-point/,www,49,74,10,3,0,1,0,1,0,10,True,1,13,4.153846153846154,10,1,2.853248261372578,0
https,wikipedia,/wiki/Packet_analyzer,en,21,45,9,2,0,2,0,1,0,2,True,0,5,6.6,15,2,5.412947441089743,0
http,solarwinds,/topics/packet-analyzer,www,23,48,10,3,0,0,0,1,0,4,True,1,6,6.0,10,3,2.756809750418044,0
https,nostarch,/packetanalysis3,www,16,40,8,3,0,0,0,1,0,2,True,1,4,7.25,15,3,5.678908345800274,0
http,purdue,/~kaw/presentations/HECC09/3NetworkTrafficAnalysis.pdf,homes.cerias,54,84,6,12,0,0,0,0,0,7,True,1,9,7.555555555555555,23,3,6.559556218051475,0
http,ilovefreesoftware,/16/featured/5-best-free-network-packet-sniffer.html,www,52,84,17,3,0,0,0,1,0,9,True,1,12,5.5,17,1,4.210376791603422,0
https,slideshare,/gilsinnj/network-packet-analysis-with-wireshark,www,48,74,10,3,0,1,0,0,0,7,True,1,9,6.444444444444445,10,3,2.6034165586355513,0
http,techtarget,/definition/network-analyzer,searchnetworking,28,66,10,16,0,0,0,1,0,5,True,0,6,9.0,16,3,4.2895221179054435,0
https,riverbed,/products/steelcentral/network-performance-management/steelcentral-packet-analyzer.html,www,87,111,8,3,0,0,0,1,0,9,True,1,12,7.666666666666667,12,3,3.2286595398465945,0
https,wikipedia,/wiki/Packet_sniffing,en.m,21,47,9,4,0,3,0,1,0,2,True,0,6,5.666666666666667,15,1,5.354126134736337,0
http,packetlife,/armory/category/packet-analysis/,,33,54,10,0,0,1,0,0,0,5,True,0,6,6.833333333333333,10,3,2.401388487243717,0
https,computerhope,/issues/ch000254.htm,www,20,48,12,3,0,0,0,1,0,3,True,1,6,5.833333333333333,12,3,3.65604522218567,0
http,online-tech-tips,/computer-tips/troubleshoot-keyboard-and-mouse-not-working-in-windows/,www,70,101,16,3,0,2,0,2,0,10,True,1,15,5.266666666666667,12,2,2.711527420547495,0
http,buzzle,/articles/mouse-not-working.html,www,32,53,6,3,0,0,0,1,0,5,True,1,8,4.875,8,3,1.9594095320493148,0
http,ccm,/forum/affich-753579-mouse-not-working-after-computer-sleep-mode,,64,78,3,0,0,1,0,0,0,10,False,1,12,5.0,8,3,1.5954480704349312,0
https,drivereasy,/knowledge/how-to-fix-your-logitech-wireless-mouse-stops-working/,www,65,91,10,3,0,0,0,2,0,9,True,1,13,5.384615384615385,10,2,2.6937724952954465,0
http,hp,/hr-en/document/c00006616,support,25,46,2,7,0,0,0,3,0,2,False,1,7,4.714285714285714,9,2,3.147183169877773,0
http,dell,/support/article/bz/en/bzdhs1/277550/en,www,39,58,4,3,0,0,0,4,0,3,True,1,10,4.2,7,2,2.0976176963403033,0
https,techjourney,/keyboard-mouse-not-working-after-upgrading-to-windows-10/,,58,81,11,0,0,1,0,1,0,9,True,0,11,5.636363636363637,11,2,3.0090771765685,0
https,wiknix,/solved-wireless-mouse-not-working/,www,35,57,6,3,0,0,0,2,0,5,True,1,8,5.125,8,3,1.9594095320493148,0
http,littlebits,/projects/diy-computer-mouse,,28,48,10,0,0,0,0,0,0,5,True,1,6,6.0,10,2,3.1622776601683795,0
http,slideserve,/liona/passive-optical-networks,www,31,56,10,3,0,0,0,1,0,5,True,1,7,6.142857142857143,10,3,2.6095064302514777,0
http,powershow,/view1/1aa74e-ZDc1Z/Passive_Optical_Network_powerpoint_ppt_presentation,www,71,95,9,3,0,0,0,1,0,3,True,1,7,11.714285714285714,51,3,17.442422287001747,0
http,powershow,/view/165ee3-MWNhZ/Broadband_Passive_Optical_Networks_powerpoint_ppt_presentation,www,81,105,9,3,0,0,0,1,0,4,True,1,7,13.142857142857142,62,3,21.644310810838732,0
http,1000projects,/fundamentals-of-passive-optical-network-cse-ppt-presentation.html,,66,89,12,0,0,1,0,0,0,8,True,1,11,6.545454545454546,12,2,3.9335387722415134,0
https,nokia,/solutions/passive-optical-lan,networks,30,56,5,8,0,0,0,1,0,6,True,0,7,6.0,9,3,2.3804761428476167,0
http,seminarsonly,/IT/Ethernet%20Passive%20Optical%20Networks.php,www,47,74,12,3,0,1,0,1,0,5,True,1,9,6.555555555555555,12,2,3.7785946829182113,0
http,depaul,/cwhite/TDC%20460/Optical%20Networking.ppt,facweb.cs,42,69,6,9,0,0,0,0,0,7,True,1,10,5.3,12,2,2.9078437983419185,0
http,amazonaws,/gvx5r5n3rurksfs/6/Passive_Optical_Network_Pon_Equipment_Market_in_India_to_Be_Driven_by_Rising_Domestic_Networks.pdf,s3-eu-west-1,117,150,9,12,0,0,0,1,0,6,True,1,10,13.4,94,1,28.655811898383817,0
http,project-seminars,/Thread-ethernet-passive-optical-network-epon,,45,72,16,0,0,0,0,1,0,8,True,0,9,6.333333333333333,8,3,1.7320508075688772,0
http,slideplayer,/slide/5781140/,,15,37,11,0,0,0,0,1,0,3,True,0,4,6.5,11,3,3.415650255319866,0
http,kerbalspaceprogram,/index.php,forum,10,87,18,5,0,1,0,1,0,8,True,1,11,6.181818181818182,18,2,4.51260859854213,0
http,mashpedia,/Longitude_of_the_ascending_node,www,32,56,9,3,0,0,0,1,0,2,True,1,4,11.5,31,3,13.30413469565007,0
http,explained,/Longitude_of_the_node/,everything,23,56,9,10,0,0,0,0,0,4,True,0,4,11.25,21,5,6.849574196011505,0
https,github,/KSP-KOS/KOS/issues/153,,23,41,6,0,0,1,0,1,0,5,True,0,7,3.857142857142857,6,3,1.4638501094227998,0
https,goodwordguide,/define/Longitude%20of%20the%20ascending%20node,www,47,76,13,3,0,0,0,1,0,7,True,1,9,6.666666666666667,13,3,3.570714214271425,0
http,thefullwiki,/Longitude_of_the_ascending_node,www,32,58,11,3,0,0,0,0,0,3,True,1,4,12.0,31,3,13.21615173439934,0
https,wiki2,/en/Longitude_of_the_ascending_node,,35,52,5,0,0,0,0,1,0,3,True,0,4,10.25,31,2,13.889444433333777,0
https,britannica,/topic/longitude-of-the-ascending-node,www,38,64,10,3,0,1,0,1,0,6,True,1,9,5.333333333333333,10,2,3.122498999199199,0
https,wikipedia,/wiki/Longitude_of_the_ascending_node,simple,37,65,9,6,0,2,0,0,0,3,True,0,5,10.6,31,3,11.631852818876277,0
http,academic,/dic.nsf/enwiki/463604,en,22,43,8,2,0,0,0,1,0,4,True,1,7,4.285714285714286,8,2,2.3603873774083293,0
http,spanishdict,/conjugate/sonar,www,16,42,11,3,0,0,0,1,0,3,True,1,5,6.2,11,3,3.6331804249169903,0
http,spanishdict,/conjugate/so%C3%B1ar,www,21,47,11,3,0,1,0,1,0,4,True,1,7,4.857142857142857,11,2,3.625307868699863,0
https,123teachme,/spanish_verb_conjugation/sonar_n,www,33,59,10,3,0,0,0,1,0,3,True,1,5,9.4,24,3,8.677557259966655,0
http,cooljugator,/es/sonar,,9,31,11,0,0,1,0,1,0,2,True,0,4,5.25,11,2,4.031128874149275,0
http,cooljugator,/es/so%C3%B1ar,,14,36,11,0,0,2,0,1,0,3,True,0,6,4.0,11,2,3.521363372331802,0
https,wiktionary,/wiki/so%C3%B1ar,en,16,41,10,2,0,2,0,1,0,4,True,0,7,3.857142857142857,10,2,2.8535691936340255,0
http,linguasorb,/spanish/verbs/conjugation/sonar/,www,33,58,10,3,0,0,0,1,0,5,True,1,7,6.285714285714286,11,3,3.199702367110922,0
https,vocabulix,/conjugation2/sonar.html,www,24,49,9,3,0,0,0,1,0,3,True,1,6,6.0,12,3,3.687817782917155,0
http,conjugation,/spanish/sonar.html,,19,40,11,0,0,0,0,0,0,3,True,1,5,5.8,11,2,3.420526275297414,0
http,cakewalk,/SONAR-f70.aspx,forum,15,40,8,5,0,0,0,1,0,4,True,1,6,4.666666666666667,8,3,1.8618986725025255,0
https,oracle,/database/index.html,www,20,42,6,3,0,1,0,1,0,2,True,1,6,4.833333333333333,8,3,1.9407902170679516,0
https,oracle-base,/articles/12c/upgrading-to-12c,,30,53,11,0,0,1,0,2,0,5,True,0,8,4.75,9,2,2.6049403612586386,0
https,oracle-base,/articles/12c/articles-12c,,26,49,11,0,0,1,0,1,0,5,True,0,7,5.0,8,3,2.309401076758503,0
http,allthingsoracle,/oracle-database-12c-new-features-part-3/,,41,67,15,0,0,1,0,1,0,7,True,0,9,5.666666666666667,15,1,4.242640687119285,0
http,techtarget,/definition/Oracle-Database-12C,searchoracle,31,65,10,12,0,1,0,1,0,5,True,0,7,7.428571428571429,12,3,3.5523298860110977,0
https,habrahabr,/company/oracle/blog/273435/,,28,48,9,0,0,1,0,0,0,4,True,1,6,5.666666666666667,9,2,2.422120283277993,0
http,orafaq,/node/2756,www,10,31,6,3,0,0,0,1,0,2,False,1,5,4.0,6,3,1.224744871391589,0
http,tadviser,/index.php/%D0%9F%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82:Oracle_Database_12c,www,73,95,8,3,0,1,0,0,0,16,True,1,20,3.4,19,2,3.952347736672337,0
http,rebellionrider,/oracle-database-12c-tutorial/how-to-uninstall-oracle-database-12c-rebellionrider.htm,www,85,114,14,3,0,2,0,2,0,9,True,1,15,6.2,14,2,3.9496835316262997,0
http,ludovicocaldara,/dba/oracle-database-12c-enterprise-manager-database-express/,www,61,91,15,3,0,2,0,0,0,7,True,1,11,6.636363636363637,15,3,3.7221694553775295,0
https,power-plugs-sockets,/italy/,www,7,42,19,3,0,1,0,1,0,3,True,1,6,4.666666666666667,7,3,1.505545305418162,0
https,amazon,/Plug-Adapter-Italy-Type/dp/B001ST6KOC,www,38,60,6,3,0,0,0,1,0,5,True,1,9,4.888888888888889,10,2,2.4720661623652207,0
http,fodors,/community/europe/electronic-plug-adapter-for-italy.cfm,www,55,76,6,3,0,1,0,1,0,7,True,1,11,5.363636363636363,10,3,2.5009089256799126,0
http,adaptelec,/-p-12.html,www,11,35,9,3,0,1,0,1,0,2,True,1,6,3.6666666666666665,9,1,2.8047578623950176,0
https,ricksteves,/travel-forum/italy/electrical-converters-adapters-for-italy,community,60,92,10,9,0,1,0,1,0,9,True,0,11,6.7272727272727275,10,3,2.7601053998320095,0
http,cigna,/usb-plug-adapter-for-italy.html,buy-ps4-controller-tk.com,32,73,5,25,0,1,0,1,0,6,True,1,13,4.153846153846154,10,2,2.230327100305911,0
https,tripadvisor,/ShowTopic-g187768-i20-k3962260-Do_I_need_a_special_power_adapter-Italy.html,www,76,103,11,3,0,0,0,1,0,7,True,1,10,8.6,33,3,9.020963240019203,0
https,marthasitaly,/articles/85/plug-adapters-for-italian-outlets,www,46,74,12,3,0,1,0,1,0,7,True,1,10,5.7,12,2,3.1989581637360205,0
http,hopto,/iphone-adapter-italy.html,buy-ipad-air-32gb-gold.yu,26,68,5,25,0,0,0,0,0,8,True,1,12,4.166666666666667,7,2,1.403458930534474,0
http,adapters-shops,/igo-adapter/electric-adapter-for-italy-474.html,adaptersy,48,83,14,9,0,1,0,1,0,9,True,1,12,5.416666666666667,9,3,2.274696116900546,0
https,self-helpfcu,/,www,1,29,12,3,0,0,0,0,0,2,False,1,4,4.25,7,3,1.8929694486000912,0
https,self-help,/,www,1,26,9,3,0,0,0,0,0,3,False,1,4,3.5,4,3,0.5773502691896257,0
http,socialimpactexchange,/sites/www.socialimpactexchange.org/files/AltruShare%20-%20SHFCU%20Report_0.pdf,www,79,114,20,3,0,0,0,0,0,9,True,1,13,7.230769230769231,20,2,6.247050586127907,0
https,depositaccounts,/banks/selfhelp-cu.html,www,23,54,15,3,0,0,0,2,0,2,True,1,7,5.714285714285714,15,2,4.535573676110727,0
https,gobankingrates,/banking/financial-institutions/self-help-federal-credit-union/,www,63,93,14,3,0,0,0,1,0,9,True,1,11,6.7272727272727275,14,3,3.635681754249376,0
https,zaginteractive,/Work/Portfolio/Self-Help-Federal-Credit-Union,www,46,76,14,3,0,0,0,1,0,8,True,1,10,5.9,14,3,3.4140233677518315,0
https,linkedin,/company/self-help-federal-credit-union,www,39,63,8,3,0,1,0,1,0,6,True,1,9,5.222222222222222,8,3,1.855921454276674,0
https,ssa,/policy/docs/ssb/v22n6/v22n6p12.pdf,www,35,54,3,3,0,0,0,0,0,3,True,1,9,4.222222222222222,8,3,1.7873008824606014,0
http,repofinder,/redirect.php,www,13,45,10,3,0,0,0,2,0,3,True,1,7,4.571428571428571,10,2,3.101458950082625,0
https,facebook,/directory/places/F-828287-828500,www,33,57,8,3,0,2,0,1,0,4,True,1,8,5.25,9,1,2.712405363721075,0
http,portadelaidefc,/,shop,1,34,14,4,0,0,0,1,0,2,True,1,4,5.75,14,2,5.560275772537426,0
http,portadelaidefc,/football,www,9,41,14,3,0,0,0,1,0,2,True,1,5,6.0,14,2,5.049752469181039,0
http,australianfootball,/clubs/bio/Port+Adelaide/9,,26,55,18,0,0,0,0,2,0,5,True,0,7,6.0,18,1,5.715476066494082,0
http,wikiwand,/en/Port_Adelaide_Football_Club,www,31,54,8,3,0,0,0,2,0,2,True,1,5,8.6,27,2,10.549881515922346,0
https,facebook,/PortAdelaideFC/,www,16,70,8,3,0,1,0,2,0,3,True,1,8,6.75,14,2,4.862392121462145,0
https,wikipedia,/wiki/List_of_Port_Adelaide_Football_Club_players,en,49,73,9,2,0,2,0,1,0,2,True,0,5,12.2,43,2,17.42699056062176,0
http,footyindustry,/files/2014%20Reports/AFL/Port%20Adelaide%202014%20Annual%20Report.pdf,www,70,98,13,3,0,0,0,2,0,8,True,1,13,6.076923076923077,13,3,3.2522181779399544,0
https,linkedin,/company/port-adelaide-football-club,www,36,60,8,3,0,1,0,2,0,4,True,1,8,5.625,8,3,2.326094212561969,0
https,reddit,/r/weareportadelaide/,www,21,43,6,3,0,1,0,1,0,2,True,1,5,6.0,17,1,6.4031242374328485,0
http,solarshop,/wp-content/uploads/2013/06/MR-Clean-Energy-Enterprises-sponsors-Port-Adelaide-FC.docx,,86,109,9,0,0,0,0,2,0,10,True,1,17,5.0588235294117645,11,2,2.8607382839770166,0
http,toysrus,/,stores,1,26,7,6,0,0,0,1,0,1,False,1,3,5.333333333333333,7,3,2.0816659994661326,0
http,dinkydana,/video-game-stores,,18,38,9,0,0,0,0,1,0,4,True,0,5,5.4,9,3,2.3021728866442674,0
http,videogamestoresnearme,/,www,1,37,21,3,0,0,0,1,0,1,True,1,3,9.0,21,3,10.392304845413264,0
http,nearmestores,/c/game/,,8,31,12,0,0,1,0,1,0,2,True,0,4,5.0,12,1,4.83045891539648,0
http,nearme,/video-game-stores-near-me/,,27,45,6,0,0,0,0,1,0,6,True,0,7,4.428571428571429,6,2,1.3972762620115438,0
http,playntrade,/,www,1,26,10,3,0,0,0,1,0,1,True,1,3,5.333333333333333,10,3,4.041451884327381,0
http,hol,/old/old-school-video-game-stores-near-me.pdf,poddomen,45,67,3,8,0,1,0,1,0,9,True,1,12,4.083333333333333,8,2,1.8319554050414562,0
http,nintendo,/switch/buy-now,,15,34,8,0,0,0,0,1,0,3,True,1,5,4.6,8,3,2.3021728866442674,0
http,lifehacker,/five-best-places-to-buy-used-games-and-consoles-1637048086,,59,80,10,0,0,0,0,2,0,9,True,1,12,5.166666666666667,10,2,2.757908737804898,0
http,game,/webapp/wcs/stores/servlet/AjaxStoreLocatorDisplayView,www,54,75,4,3,0,1,0,0,0,5,True,1,9,6.666666666666667,27,2,7.84219357067906,0
http,cheapwineratings,/2014/12/31/port-wine-for-beginners/,,36,63,16,0,0,1,0,2,0,6,True,0,9,5.222222222222222,16,2,4.549114687985393,0
http,totalwine,/wine/dessert-fortified-wine/port/c/000053,www,42,66,9,3,0,1,0,2,0,6,True,1,10,5.0,9,1,2.6666666666666665,0
https,quora,/What-are-some-well-known-port-wine-brands,www,42,63,5,3,0,0,0,2,0,8,True,1,11,4.090909090909091,6,3,0.9438798074485389,0
https,wikipedia,/wiki/Port_wine,en,15,39,9,2,0,2,0,1,0,2,True,0,5,5.4,9,2,3.361547262794322,0
https,theinternationalman,/port-wine.php,www,14,49,19,3,0,0,0,2,0,2,True,1,6,6.0,19,3,6.387487769068525,0
http,portcocktails,/brands.html,,12,36,13,0,0,0,0,1,0,2,True,1,4,6.5,13,3,4.509249752822894,0
http,straussbrands,/recipe/port-wine-sauce-2,,25,49,13,0,0,0,0,2,0,5,True,0,7,5.142857142857143,13,1,3.8047589248453675,0
http,olivesfordinner,/2013/03/vegan-port-wine-cheese.html,,36,62,15,0,0,0,0,2,0,6,True,1,9,5.222222222222222,15,2,3.8333333333333335,0
http,wine,/Port,www,5,24,4,3,0,0,0,2,0,1,True,1,4,3.5,4,3,0.5773502691896257,0
https,ctv-jve-journal,/articles/ctv/pdf/2015/01/ctv20153001p1.pdf,www,43,74,15,3,0,0,0,0,0,6,False,1,12,4.583333333333333,13,2,3.2039275140289174,0
http,kerbalspaceprogram,/index.php,forum,10,122,18,5,0,3,0,1,0,11,True,1,16,6.125,18,2,4.145278438577237,0
https,github,/ksp/,alexmoon,5,31,6,8,0,1,0,1,0,2,True,0,4,4.75,8,2,2.753785273643051,0
https,github,/KSP-KOS/KOS/issues/153,,23,41,6,0,0,1,0,1,0,5,True,0,7,3.857142857142857,6,3,1.4638501094227998,0
http,mashpedia,/Longitude_of_the_ascending_node,www,32,56,9,3,0,0,0,1,0,2,True,1,4,11.5,31,3,13.30413469565007,0
http,explained,/Longitude_of_the_node/,everything,23,56,9,10,0,0,0,0,0,4,True,0,4,11.25,21,5,6.849574196011505,0
https,wikipedia,/wiki/Longitude_of_the_ascending_node,simple,37,65,9,6,0,2,0,0,0,3,True,0,5,10.6,31,3,11.631852818876277,0
https,easycalculation,/constant/longitude-ascending-node-earth-constant.html,www,54,85,15,3,0,0,0,1,0,7,True,1,10,6.8,15,3,3.7653389990514503,0
http,blogspot,/2012/11/longitude-of-ascending-node.html,starsdestination,41,76,8,16,0,1,0,0,0,7,True,1,10,6.0,16,2,4.496912521077347,0
https,wiki2,/en/Longitude_of_the_ascending_node,,35,52,5,0,0,0,0,1,0,3,True,0,4,10.25,31,2,13.889444433333777,0
http,stroy-tendr,/kody-na-varkray-3xvtvlui.html,,30,51,11,0,0,1,0,0,0,3,True,1,8,4.625,8,2,2.1339098923270936,0
https,google,/trends,trends,7,38,6,6,0,1,0,2,0,2,True,1,6,4.166666666666667,6,2,2.0412414523193148,0
http,keywordtool,/google-trends,,14,35,11,0,0,1,0,1,0,2,True,0,4,6.25,11,2,3.685557397915997,0
https,wikipedia,/wiki/Google_Trends,en,19,43,9,2,0,2,0,1,0,2,True,0,5,6.2,13,2,4.658325879540846,0
http,searchengineland,/library/google/google-trends,,29,56,16,0,0,2,0,1,0,3,True,0,6,7.333333333333333,16,3,4.457203906785808,0
http,makeuseof,/tag/google-rule-internet-yet-search-trends/,www,44,68,9,3,0,2,0,1,0,6,True,1,10,5.1,9,3,2.2335820757001272,0
http,wordstream,/search-trends,www,14,39,10,3,0,0,0,1,0,3,True,1,5,5.6,10,3,2.8809720581775866,0
http,itools,/tool/google-trends-topic-popularity,,36,53,6,0,0,1,0,1,0,5,True,0,7,5.714285714285714,10,3,2.214669705568283,0
http,thefinancialbrand,/64267/google-search-trends-banking-marketing/,,46,74,17,0,0,1,0,1,0,6,True,0,8,7.375,17,3,4.240535680446853,0
https,npmjs,/package/node-google-search-trends,www,34,55,5,3,0,1,0,1,0,4,False,1,8,5.0,7,3,1.5118578920369088,0
