Protocol,Domain,Path,Subdomain,Path len,URL len,Dom len,Sbd len,# SBD,#Brands,#SimBrs,#Key,#SimKey,#Rand,RandD,#Oth,#Raw,AvgWL,MaxWL,MinWL,STDV,Label
http,wrkinprog,/wp-admin/network/docs/a065df23d91e4a420483d210fd1689c7,,55,75,9,0,0,0,0,1,0,3,True,1,7,8.857142857142858,32,2,10.47900395121234,1
http,liceosanconrado,/00202fjf/casts/,,16,41,15,0,0,1,0,0,0,2,True,1,4,7.5,15,2,5.5677643628300215,1
http,ashimsolutions,/logchase_dpt/index.php,,23,48,14,0,0,0,0,1,0,3,True,1,5,7.4,14,3,5.224940191045253,1
http,mirazfood,/update/New/success.php,,23,43,9,0,0,0,0,2,0,3,True,1,6,5.166666666666667,9,3,2.562550812504343,1
http,nanotechnopolis,/validdocument/,www,15,45,15,3,0,0,0,1,0,2,True,1,4,8.5,15,3,6.4031242374328485,1
http,nanotechnopolis,/validdocument/9dbe7127e25a7065795f971452e848c0/,www,48,78,15,3,0,0,0,1,0,3,True,1,5,13.2,32,3,11.882760622010359,1
http,nanotechnopolis,/viewdocs/216a90999c44c5fba9a4df02e696bd37/,www,43,73,15,3,0,0,0,1,0,1,True,1,5,12.2,32,3,12.11197754291181,1
http,nanotechnopolis,/viewdocs/,www,10,40,15,3,0,0,0,1,0,1,True,1,4,7.25,15,3,5.678908345800274,1
http,1tempurl,/isnm/,netlflex-001-site1,6,44,8,18,0,0,0,1,0,4,True,1,6,5.166666666666667,8,3,2.316606713852541,1
http,unitedkingdomimmigrationservices,/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,www,40,87,32,3,0,0,0,0,0,3,True,1,5,15.0,32,3,15.540270267920054,1
http,unitedkingdomimmigrationservices,/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,www,40,87,32,3,0,0,0,0,0,3,True,1,5,15.0,32,3,15.540270267920054,1
http,unitedkingdomimmigrationservices,/jj_jp/,www,7,54,32,3,0,0,0,0,0,2,True,1,4,10.75,32,3,14.198004554631378,1
http,unitedkingdomimmigrationservices,/jj_jp/,www,7,54,32,3,0,0,0,0,0,2,True,1,4,10.75,32,3,14.198004554631378,1
http,skytel,/bofa/home/login.php,www,20,40,6,3,0,0,0,1,0,3,True,1,7,3.857142857142857,6,2,1.3451854182690985,1
http,lightshadeinc,/wp-content/dropbox/dropbox/,,28,52,13,0,0,0,0,1,0,2,True,1,6,6.5,13,2,3.8858718455450894,1
http,p0f,/Login_to_Your_Account(9).htm,,29,44,3,0,0,0,0,0,0,3,False,1,5,6.4,21,1,8.23407554009556,1
http,lollastar,/wp-content/themes/twentysixteen/view/index.html,www,48,75,9,3,0,0,0,1,0,7,True,1,11,5.2727272727272725,13,2,3.3493554332411213,1
http,lollastar,/wp-content/themes/twentysixteen/view/index.html,www,48,75,9,3,0,0,0,1,0,7,True,1,11,5.2727272727272725,13,2,3.3493554332411213,1
http,karikari,/wa_gallery/,,12,34,8,0,0,0,0,1,0,3,True,0,4,5.75,10,2,3.8622100754188224,1
http,fabolezgadget,/catalog/model/setting/AdobeVerify/index.html,,45,69,13,0,0,0,0,1,0,6,True,1,8,6.875,13,3,3.48209706929603,1
http,golfhoanggia,/models/w/,,10,33,12,0,0,1,0,1,0,2,True,0,4,5.5,12,1,4.795831523312719,1
http,superhousepictures,/molenu/mailbox/domain/,,23,52,18,0,0,0,0,1,0,4,True,0,5,8.0,18,3,5.787918451395113,1
http,platerom,/mygenlvl/products/viewer.php,,29,47,8,0,0,1,0,0,0,3,True,1,6,5.833333333333333,8,2,2.714160398109638,1
http,piewerks,/chinex/ogs/draft/mail.htm,,26,109,8,0,0,3,0,1,0,7,True,1,15,5.866666666666666,14,3,3.700707783010987,1
http,festivalbecause,/boks/rap/olsag/almiu.html,,26,210,15,0,0,0,0,0,0,5,True,1,9,21.666666666666668,141,3,45.00833256187125,1
http,ornamentmania,/downloader/skin/gdoc-secure/gtex/,www,34,62,13,3,0,0,0,2,0,4,True,1,8,5.875,13,3,3.6815175442433286,1
http,liceosanconrado,/836gsg5/casts/,,15,40,15,0,0,1,0,0,0,2,True,1,4,7.25,15,2,5.560275772537426,1
http,goldenliquor,/mtdoc/index.php,,16,39,12,0,0,0,0,1,0,2,True,1,5,5.6,12,3,3.714835124201342,1
http,sicurezzabioproject,/tmp/nab/nab_serves/costumer/information/check/,www,47,81,19,3,0,1,0,1,0,5,True,1,9,7.222222222222222,19,3,5.449260908090605,1
http,festivalbecause,/boks/rap/olsag/,,16,42,15,0,0,0,0,0,0,5,True,0,5,6.0,15,3,5.0990195135927845,1
http,festivalbecause,/boks/rap/olsag/ahama.html,,26,98,15,0,0,0,0,0,0,7,True,1,8,10.5,45,3,14.48151531139907,1
http,eveannlovero,/modules/footer/mp/autoexcel/excel/index.php,,44,90,12,0,0,1,0,1,0,7,True,1,12,6.0,13,2,3.668043818514912,1
http,eveannlovero,/modules/footer/mp/autoexcel/excel/index.php,,44,101,12,0,0,1,0,2,0,9,True,1,13,6.3076923076923075,17,2,4.21079199566652,1
http,hubenbartl,/www.google.com/,,16,36,10,0,0,2,0,1,0,1,True,1,5,4.8,10,2,3.271085446759225,1
http,liceosanconrado,/236gr4/casts/index.php,,23,48,15,0,0,1,0,0,0,4,True,1,6,6.0,15,2,4.6475800154489,1
http,omahcorp,/dx/b0028c287609714d60df89942ca88094/,,37,58,8,0,0,1,0,1,0,0,False,1,5,9.2,32,2,13.007690033207279,1
http,omahcorp,/dx/012962f7ce4c0854415e6bd264535560/,,37,58,8,0,0,1,0,1,0,0,False,1,5,9.2,32,2,13.007690033207279,1
http,i-house,/wp-trackback/en/,,17,172,7,0,0,4,0,2,0,5,True,1,15,9.866666666666667,64,1,16.77526523812735,1
http,cic,/libraries/openid/Auth/OpenID/system/login.php,,46,252,3,0,0,0,0,3,0,10,True,1,20,11.2,55,2,14.062267541938342,1
http,nanotechnopolis,/validdocument/f4d2dfb73a486890c95a3b59d9090b5f/,,48,74,15,0,0,0,0,1,0,2,True,1,4,15.75,32,3,12.0381338531629,1
http,saughallmassie,/we/seniorpeoplemeet/v3/login.html,,34,59,14,0,0,1,0,0,0,5,True,1,7,6.571428571428571,16,2,5.883795341363228,1
http,leker-king,/yahoo/yahoo/mail7.php,,22,74,10,0,0,3,0,1,0,6,True,1,12,4.666666666666667,8,2,1.556997888323046,1
http,lhndemo,/wp-css/update.html,www,19,41,7,3,0,0,0,2,0,0,False,1,7,4.0,7,2,1.8257418583505538,1
http,abcroadandlockassistance,/IWA/GD/,www,8,47,24,3,0,0,0,1,0,1,True,1,5,7.0,24,2,9.513148795220223,1
http,arvixeshared,/~fosco999/,dallas174,11,44,12,9,0,0,0,1,0,3,True,0,4,8.0,12,3,3.7416573867739413,1
http,nnordson,/%7b%7d/781687308acaa5e461dab88736b39e34/,www,41,64,8,3,0,0,0,1,0,3,True,1,6,8.333333333333334,32,2,11.809600614189568,1
http,besame,/buscador/china/,,16,33,6,0,0,0,0,1,0,3,True,0,4,5.5,8,3,2.0816659994661326,1
https,tetedebois,/wonderland/Gdoccc/,,19,40,10,0,0,0,0,1,0,2,True,1,4,7.0,10,2,3.8297084310253524,1
http,zovermedical,/worthie/aptgd/,,15,41,12,0,0,1,0,1,0,2,True,1,5,5.8,12,2,3.96232255123179,1
http,cic,/libraries/openid/Auth/OpenID/system/login.php,,46,252,3,0,0,0,0,2,0,11,True,1,18,12.555555555555555,121,2,27.468103903002547,1
http,nanotechnopolis,/validdocument/38db23899b2225acc540a2cc9b4dae45/,,48,74,15,0,0,0,0,1,0,2,True,1,4,15.75,32,3,12.0381338531629,1
http,nanotechnopolis,/viewdocs/a09cfd617135eb9c20d0bb6fd6cdd9c9/,,43,69,15,0,0,0,0,1,0,1,True,1,4,14.5,32,3,12.662279942148386,1
http,capsilab,/wp-admin/css/colors/adobepdf/,,30,49,8,0,0,0,0,1,0,3,True,1,7,5.0,8,2,2.449489742783178,1
http,apple2api,/indexx.html,www,12,36,9,3,0,0,0,1,0,2,True,1,5,5.0,9,3,2.5495097567963922,1
http,abcroadandlockassistance,/IWA/GD/,,8,43,24,0,0,0,0,1,0,1,True,1,4,8.0,24,2,10.677078252031311,1
http,paintcrete,/googledoc/index.php,,20,43,10,0,0,1,0,0,0,3,True,1,6,5.166666666666667,10,2,3.5449494589721118,1
http,lhndemo,/wp-css/update.html,,19,37,7,0,0,0,0,2,0,0,False,1,6,4.166666666666667,7,2,1.9407902170679516,1
http,bestincs,/Dropbox/Dropbox/Dropbox/WS/8544b70514b0449d008c7091a66d58f9/contlnue.php,,73,92,8,0,0,0,0,1,0,2,True,1,9,8.555555555555555,32,2,9.098229375970787,1
http,confluentc,/images/excelfile/74432a853b79550cdab03dbb6bbd3497/,,51,72,10,0,0,0,0,1,0,3,True,1,5,12.0,32,3,11.510864433221338,1
http,revistatourgourmet,/tmp/mail-box/TnpBNE16VTFPRGc1/,,31,67,18,0,0,1,0,1,0,2,True,1,7,7.428571428571429,18,3,6.604471789556499,1
http,capsilab,/wp-admin/css/colors/midnight/adobepdf/error.html,,49,68,8,0,0,0,0,1,0,5,True,1,10,5.2,8,2,2.250925735484551,1
http,nnordson,/%7b%7d/1ccc2a9663830e10a51f54c41ff20bfd/,www,41,64,8,3,0,0,0,1,0,3,True,1,6,8.333333333333334,32,2,11.809600614189568,1
https,daydo-app,/ibeacon/configuration/Billing/information/verification/secure/center/amz/moises/4da943b781212f12af6a38cec88316f4/welog.php,,123,144,9,0,0,1,0,6,0,4,False,1,15,8.133333333333333,32,3,7.356888576280704,1
http,ornamentmania,/lib/gdoc-secure/gtex,www,21,49,13,3,0,0,0,2,0,3,True,1,7,5.142857142857143,13,3,3.625307868699863,1
http,hetys,/1/1/3a05e762b509f0ce34759e521fab7ff5/,,38,54,5,0,0,0,0,1,0,3,True,1,5,8.4,32,1,13.29661611087573,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,36,94,26,0,0,0,0,1,0,8,True,1,10,7.7,26,3,6.783149055645993,1
http,ansti,/email/gmail/login.php,,22,38,5,0,0,1,0,0,0,4,True,1,6,4.333333333333333,5,3,1.0327955589886444,1
http,lilistephens,/2017/5634/,,11,34,12,0,0,0,0,1,0,3,True,0,4,5.75,12,3,4.193248541803041,1
http,liceosanconrado,/02364LOJD/casts/,,17,42,15,0,0,1,0,0,0,2,True,1,4,7.75,15,2,5.619905100029122,1
http,lambabajunior,/gaz/Googledrt1/login.php,,25,49,13,0,0,0,0,1,0,3,True,1,6,6.166666666666667,13,3,4.3089055068157,1
http,adsensemart,/dp/ayo1/ayo1/,www,14,40,11,3,0,0,0,1,0,3,True,1,6,4.5,11,2,3.271085446759225,1
http,adsensemart,/dp/ayo1/ayo1/,www,14,40,11,3,0,0,0,1,0,3,True,1,6,4.5,11,2,3.271085446759225,1
http,almihrab,/dhl/adobelatest/adobe/,,23,45,8,0,0,0,0,1,0,3,False,1,6,5.333333333333333,11,2,3.5023801430836525,1
https,crowntec,/a40/,,5,25,8,0,0,0,0,0,0,3,True,0,3,4.666666666666667,8,3,2.8867513459481287,1
http,westernamericanfoodschina,/Home/webscr/,,13,48,25,0,0,0,0,1,0,2,True,1,4,9.25,25,2,10.626225419530053,1
http,77.194.54.247,/wordpress/online.hmrc.gov.uk/index.php,,39,59,13,0,3,0,0,1,0,7,True,1,11,3.8181818181818183,9,2,2.1362669223756576,1
http,baltkagroup,/mailcheck/source/,,18,40,11,0,0,0,0,1,0,3,True,0,4,7.25,11,3,3.5,1
http,facebook-login,/,www,1,30,14,3,0,1,0,0,0,1,True,1,4,4.75,8,3,2.362907813126304,1
http,adsensemart,/dp/ayo1/ayo1/,,14,36,11,0,0,0,0,1,0,3,True,1,5,4.8,11,2,3.5637059362410923,1
http,nproofing,/ren/op/,signin.amazon.co.uk-prime.form-unsuscribe.id-7816,8,81,9,49,0,2,0,2,0,8,True,1,14,4.285714285714286,10,2,2.643673767508198,1
http,plataformalcd,/~plataformalcd/plataformalcd/chase/,,36,63,13,0,0,1,0,1,0,4,True,0,6,8.166666666666666,13,2,5.382068994974579,1
http,primoframe,/amber/,,7,28,10,0,0,0,0,1,0,2,True,0,3,6.0,10,3,3.605551275463989,1
http,ornamentmania,/shell/gdoc-secure/gtex/,,24,48,13,0,0,0,0,2,0,3,True,1,6,5.833333333333333,13,3,3.65604522218567,1
http,euromina,/%20%20/home/pessoa-fisica.php,,30,52,8,0,0,0,0,2,0,5,True,1,9,4.0,8,2,2.179449471770337,1
http,alibobo,/blog/wordpress/words/blessmemore.html,,38,57,7,0,0,0,0,0,0,6,True,1,7,6.285714285714286,11,4,2.811540841738193,1
http,canvashub,/myfiles/0cd04d6a7039f31bdda229e3fdcf46fb/step2.php,,51,237,9,0,0,2,0,2,0,5,True,1,14,15.5,64,2,21.925573407114562,1
http,hallwaystreetsigns,/pdfs/home/bfbe060107cd442c604ff0a69cc8a940/,www,44,77,18,3,0,0,0,2,0,1,True,1,6,10.666666666666666,32,3,11.961047891663451,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,36,93,26,0,0,0,0,1,0,9,True,0,10,7.6,26,3,6.8507907086214015,1
http,centreforcorporatecoaching,/okaposa/engauto189/mailbox/mailbox/,,36,101,26,0,0,0,0,1,0,9,True,0,10,8.3,26,3,6.61731734835869,1
http,advancemedical-sa,/file/review.pg/manage/,,23,51,17,0,0,1,0,1,0,4,True,1,7,5.285714285714286,14,2,4.191828786034631,1
http,yanluxe,/wp-content/themes/idstore/js/index.php,,39,57,7,0,0,0,0,1,0,5,True,1,9,4.666666666666667,7,2,2.179449471770337,1
http,cop,/wp-content/adobee/adobe.php,,28,45,3,0,0,1,0,1,0,4,True,1,8,3.875,7,2,1.8850918886280925,1
http,siyacom,/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/,,59,77,7,0,0,1,0,0,0,4,False,1,7,9.0,37,3,12.449899597988733,1
http,service-freeboxligne,/assurez/9ae75b651ab5a58462046a33308528b8/,www,42,77,20,3,0,0,0,2,0,2,True,1,6,10.666666666666666,32,3,10.966616007988366,1
http,service-freeboxligne,/assurez/9ae75b651ab5a58462046a33308528b8/,www,42,77,20,3,0,0,0,2,0,2,True,1,6,10.666666666666666,32,3,10.966616007988366,1
http,service-freeboxligne,/assurez/,,9,40,20,0,0,0,0,2,0,2,True,0,4,7.25,12,3,3.685557397915997,1
http,tisch-und-decke,/Gon/cpanel/,,12,37,15,0,0,1,0,0,0,5,True,0,6,4.0,6,2,1.5491933384829668,1
http,bunchyogurt,/wp-content/themes/x/framework/css/index.php,,44,89,11,0,0,1,0,2,0,7,True,1,15,4.533333333333333,11,1,2.774029216723951,1
http,confluentc,/images/excelfile/1bfc02a75ee568412279b969645fd856/,,51,72,10,0,0,0,0,1,0,3,True,1,5,12.0,32,3,11.510864433221338,1
http,cosasocultashd,/app/index.php,indexunited,14,269,14,11,0,3,0,0,0,6,True,1,11,22.90909090909091,200,2,58.85652817734758,1
http,cosasocultashd,/app/index.php,indexunited,14,269,14,11,0,3,0,0,0,6,True,1,11,22.90909090909091,200,2,58.85652817734758,1
http,cosasocultashd,/app/index.php,indexunited,14,269,14,11,0,2,0,1,0,6,True,1,11,22.90909090909091,200,2,58.85652817734758,1
http,cosasocultashd,/app/index.php,indexunited,14,269,14,11,0,2,0,1,0,6,True,1,11,22.90909090909091,200,2,58.85652817734758,1
http,wish4job,/page/mpelidrop.html,,20,39,8,0,0,0,0,1,0,3,True,1,5,5.6,9,3,2.701851217221259,1
http,mzansinet,/log/all/d/DHL%20AUTO/,,22,44,9,0,0,2,0,0,0,5,True,1,8,3.625,9,1,2.615202805574687,1
http,baitherbackreview,/wp-content/gtex/,,17,45,17,0,0,0,0,1,0,3,True,1,5,6.6,17,2,6.107372593840989,1
http,santiagoingaramo,/tmp/Google101/Google/dld/us/,www,29,63,16,3,0,2,0,2,0,3,True,1,9,5.222222222222222,16,2,4.630814663149935,1
https,footkre,/docusingn/index.php,,20,38,7,0,0,1,0,0,0,2,False,1,5,5.2,9,2,2.863564212655271,1
http,googlegroups,/attach/5ed5d019a6363180/docfile..htm,13453765871837679316,37,214,12,20,0,0,0,1,0,8,True,1,12,16.166666666666668,119,1,32.95957119462165,1
http,googlegroups,/attach/5ed5d019a6363180/docfile..htm,13453765871837679316,37,214,12,20,0,0,0,1,0,8,True,1,14,13.714285714285714,68,1,18.10409461304933,1
http,andrewrobertsllc,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,www,54,86,16,3,0,0,0,0,0,4,True,1,8,9.0,32,3,10.253919111386491,1
http,andrewrobertsllc,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,www,54,86,16,3,0,0,0,0,0,4,True,1,8,9.0,32,3,10.253919111386491,1
http,stchartered,/images/adb/,www,12,38,11,3,0,0,0,1,0,2,True,1,5,5.2,11,3,3.492849839314596,1
http,pennalanvpk,/document/newdropbox/,,21,42,11,0,0,0,0,1,0,1,False,1,4,7.75,11,2,4.031128874149275,1
http,cihancelikonline,/wp-content/upgrade/logining.php,,32,59,16,0,0,0,0,1,0,4,True,1,7,6.571428571428571,16,2,4.790864322059325,1
https,familyinsuranceservices,/-/am/,,6,41,23,0,0,1,0,1,0,1,True,0,3,9.333333333333334,23,2,11.846237095944574,1
http,stchartered,/images/adb/,,12,34,11,0,0,0,0,1,0,2,True,1,4,5.75,11,3,3.774917217635375,1
http,andrewrobertsllc,/adobe/adb/,,11,39,16,0,0,0,0,0,0,3,True,1,4,7.0,16,3,6.0553007081949835,1
http,posmogo,/securee.php,,12,30,7,0,0,0,0,1,0,2,True,1,4,5.0,7,3,2.309401076758503,1
https,gem,/shell/dejiwire/fmsk/garyspeed/165957739e5e07bdb83b0c3b9799899a/,,64,81,3,0,0,0,0,0,0,4,True,1,7,9.428571428571429,32,3,10.179344164485627,1
http,radiocatolicalaconsentida,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,,49,291,25,0,0,10,0,2,0,27,True,1,46,5.086956521739131,25,1,4.540318574023543,1
http,radiocatolicalaconsentida,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,,49,289,25,0,0,10,0,2,0,25,True,1,46,5.043478260869565,25,1,4.496697661070006,1
http,radiocatolicalaconsentida,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,,49,291,25,0,0,10,0,2,0,27,True,1,47,4.957446808510638,25,1,4.471929098413748,1
http,radiocatolicalaconsentida,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,,49,291,25,0,0,10,0,2,0,25,True,1,46,5.086956521739131,25,1,4.525611496835522,1
http,medixasia,/ADE/GD/,,8,28,9,0,0,0,0,1,0,2,True,1,4,4.25,9,2,3.2015621187164243,1
http,varietytransport,/wp-includes/SimplePie/XML/Declaration/L/,,41,68,16,0,0,1,0,1,0,4,True,1,8,6.625,16,1,5.262739645035518,1
http,nnordson,/%7b%7d/fe81304e4ba595a0538731019149d319/,www,41,64,8,3,0,0,0,1,0,3,True,1,6,8.333333333333334,32,2,11.809600614189568,1
http,dothothinhvuong,/wp-content/uploads/2017/02/d/ayo1/ayo1/ayo1/,,45,70,15,0,0,1,0,0,0,8,True,1,11,4.7272727272727275,15,1,3.9265992688561715,1
http,tetedebois,/wonderland/Gdoccc/,,19,39,10,0,0,0,0,1,0,2,True,1,4,7.0,10,2,3.8297084310253524,1
http,ibcnews,/admin/chasee/fcc.php,,21,117,7,0,0,3,0,0,0,7,False,1,15,6.266666666666667,32,2,7.314043894812096,1
http,landsnfields,/dropbox/dropbox/,www,17,44,12,3,0,0,0,1,0,1,True,1,5,6.4,12,3,3.714835124201342,1
http,dothothinhvuong,/wp-content/confg/ayo1/ayo1/ayo1/,,33,58,15,0,0,0,0,0,0,6,True,1,8,5.375,15,2,4.2067123233504535,1
http,oneworldorganisation,/plugins/minify/lib/Minify/doc/06f8d0ce7283668dee7379045197d3f9/,,64,95,20,0,0,0,0,0,0,7,True,1,8,10.0,32,3,10.501700542565203,1
http,masgie,/zfilom5/newdropbox/,,20,37,6,0,0,0,0,1,0,2,True,1,4,6.5,10,3,2.886751345948129,1
http,wickedsickness,/lkjshx/mailbox/index.php,,25,74,14,0,0,0,0,1,0,7,True,1,10,5.8,14,3,3.2591750830880843,1
http,hibbfamily,/wp-admin/%5b%5d/7129188770da3d33ef3c4f12317e5c20/,,50,71,10,0,0,0,0,1,0,4,True,1,7,8.0,32,2,10.969655114602888,1
http,andrewrobertsllc,/adobe/adb/1b87d29e90795df51877cd86cec2538a/index2.htm,,54,82,16,0,0,0,0,0,0,4,True,1,7,9.857142857142858,32,3,10.761483346152788,1
http,jjsv,/js/nivo-slider/themes/Validation/login.php,,43,227,4,0,0,2,0,2,0,8,False,1,18,11.277777777777779,64,2,19.374955197080816,1
http,alpa,/modules/mod_feed/pay/index.html,,32,49,4,0,0,2,0,0,0,5,True,1,8,4.375,8,2,2.1998376563477846,1
http,primoframe,/jimmy/,,7,28,10,0,0,0,0,1,0,2,True,0,3,6.0,10,3,3.605551275463989,1
http,wpcgwadar,/iyawoee/aptgd/,,15,35,9,0,0,0,0,1,0,0,False,1,4,6.0,9,3,2.581988897471611,1
http,metulwx,/mobile/impaye/e413ea8afcc080a62afbbd4a53ae798f/,mobile-free,48,78,7,11,0,0,0,1,0,4,False,1,7,9.142857142857142,32,3,10.172324733127157,1
http,u-telcom,/Boa_Fud_2016/home/login.php,freestyle.d934713,28,231,8,17,0,4,0,2,0,7,True,1,17,12.235294117647058,64,1,19.75009307498545,1
http,worldtekevents,/drive/drive/,,13,38,14,0,0,0,0,1,0,3,True,0,4,6.75,14,3,4.924428900898052,1
http,tauruswelding,/apply/eg/dg/wet/gfb/domain/pvtverify_clnt/index2.php,,53,205,13,0,0,1,0,1,0,12,True,1,21,8.428571428571429,38,1,9.765098200076784,1
http,zaybtan,/blessedd/aptgd/index.php,,25,43,7,0,0,0,0,1,0,3,True,1,6,5.166666666666667,8,3,2.041241452319315,1
http,lambabajunior,/gazal/Googledrt1/,,18,42,13,0,0,0,0,1,0,3,True,0,4,7.75,13,3,4.573474244670748,1
http,lambabajunior,/4wale/Googledrt1/,,18,42,13,0,0,0,0,1,0,3,True,0,4,7.75,13,3,4.573474244670748,1
http,lambabajunior,/pdf/Googledrt1/,,16,40,13,0,0,0,0,1,0,2,True,1,4,7.25,13,3,5.057996968497839,1
http,lambabajunior,/gman/Googledrt1/,,17,41,13,0,0,0,0,1,0,3,True,0,4,7.5,13,3,4.795831523312719,1
http,lambabajunior,/gaz/Googledrt1/,,16,40,13,0,0,0,0,1,0,2,True,1,4,7.25,13,3,5.057996968497839,1
http,jobduties,/boj/bmg/,www,9,33,9,3,0,0,0,0,0,2,True,1,5,4.2,9,3,2.6832815729997477,1
http,itbsbr,/lma/DHL/DHLExpress/autofil/id.php,,34,103,6,0,0,2,0,2,0,5,False,1,13,6.461538461538462,31,1,7.774052832075264,1
http,spirasealgaskets,/cgi/drop/,,10,37,16,0,0,0,0,1,0,2,True,1,4,6.5,16,3,6.3508529610858835,1
http,stchartered,/images/adb/4a6e07e3a67d6a683dc2d1cabcd51860/index2.htm,,55,77,11,0,0,0,0,1,0,3,True,1,7,9.142857142857142,32,3,10.47900395121234,1
http,jaymecares,/B/sound/edocz/s2/,,18,39,10,0,0,1,0,1,0,3,True,1,6,4.333333333333333,10,1,3.204163957519444,1
http,zioras,/Gdocs/s/,,9,25,6,0,0,2,0,0,0,1,True,1,4,3.5,6,1,2.3804761428476167,1
https,theparlourbeautyrooms,/dehl/Yah/T/Y1.html,,19,51,21,0,0,2,0,0,0,3,True,1,7,5.285714285714286,21,1,7.016986193380691,1
http,pungu,/Biz/BOA/home/info.php,,22,206,5,0,0,3,0,3,0,5,True,1,16,11.5,64,2,20.642997198404434,1
http,soldatovic,/css/google-manual/a3b6313fcfae89f8e394f9198ade566c/,jovan,52,79,10,5,0,1,0,0,0,4,True,1,7,9.285714285714286,32,3,10.2910039308496,1
http,diethealthresource4u,/wp-content/plugins/Ashe/5940275e8ad33d7180718c132f39d9f0/,www,58,93,20,3,0,0,0,1,0,4,True,1,8,9.75,32,2,10.68710838881527,1
http,metulwx,/mobile/impaye/74b3256454ac92ff371620778f69eb18/,mobile-free,48,78,7,11,0,0,0,1,0,4,False,1,7,9.142857142857142,32,3,10.172324733127157,1
http,metulwx,/mobile/impaye/0bd551f8a879b3352e896aa800838a06/,mobile-free,48,78,7,11,0,0,0,1,0,4,False,1,7,9.142857142857142,32,3,10.172324733127157,1
http,tahubulat,/allana/dropbox/,,16,38,9,0,0,1,0,1,0,2,True,1,5,5.2,9,2,3.1144823004794877,1
http,siyacom,/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/confirm.php,,70,88,7,0,0,1,0,0,0,5,False,1,9,8.11111111111111,37,3,10.970921160554893,1
http,zovermedical,/bcvbcvsss/aptgd/,,17,43,12,0,0,1,0,1,0,1,True,1,5,6.2,12,2,4.207136793592526,1
http,zovermedical,/okla/aptgd/,,12,38,12,0,0,1,0,1,0,2,True,1,5,5.2,12,2,3.96232255123179,1
http,wocci,/c3/,,4,20,5,0,0,0,0,1,0,2,True,0,3,3.3333333333333335,5,2,1.5275252316519468,1
http,lambabajunior,/lol/image.htm,,14,38,13,0,0,0,0,1,0,3,True,1,5,5.4,13,3,4.33589667773576,1
http,primoframe,/Scott/,,7,28,10,0,0,0,0,1,0,2,True,0,3,6.0,10,3,3.605551275463989,1
http,baltkagroup,/mailcheck/source/verification.php,,34,56,11,0,0,0,0,2,0,3,True,1,6,7.333333333333333,12,3,3.9327683210007,1
http,nordaglia,/gcheck/source/verification.php,,31,51,9,0,0,0,0,2,0,3,True,1,6,6.5,12,3,3.5071355833500366,1
http,baltkagroup,/check/source/verification.php,,30,52,11,0,0,1,0,2,0,2,True,1,6,6.666666666666667,12,3,3.9327683210007,1
http,the-yellows,/www.paypal.com/paypal/www.PayPal.com%20Full-Z/ffggf5g9652g6g526g2g6dgd2g6g26g5gf63g26g52g/webscr.html,,102,256,11,0,0,3,0,2,0,5,True,1,17,13.705882352941176,128,1,30.967250253054342,1
http,theparlourbeautyrooms,/jimu/gmx/gmx.html,,18,49,21,0,0,0,0,0,0,2,True,1,6,6.166666666666667,21,2,7.305249254246337,1
http,studycanberra,/boaa/step3.html,,16,40,13,0,0,0,0,1,0,2,True,1,5,5.8,13,3,4.08656334834051,1
http,studycanberra,/boaa/step2.html,,16,40,13,0,0,0,0,1,0,2,True,1,5,5.8,13,3,4.08656334834051,1
http,studycanberra,/boaa/step1.html,,16,40,13,0,0,0,0,1,0,2,True,1,5,5.8,13,3,4.08656334834051,1
http,metulwx,/mobile/impaye/8c38590d8b9294bd252db02c0e55650f/,mobile-free,48,78,7,11,0,0,0,1,0,4,False,1,7,9.142857142857142,32,3,10.172324733127157,1
http,wickedsickness,/lkjshx/mailbox/index.php,,25,71,14,0,0,0,0,2,0,6,True,1,10,5.5,14,3,3.2744804507314167,1
http,inhomecareidaho,/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,www,70,100,15,3,0,0,0,1,0,4,True,1,10,8.4,32,2,9.155447680054877,1
http,webcindario,/app/facebook.com/,latinasonline09,18,64,11,15,0,3,0,2,0,3,True,0,8,6.125,15,2,4.733995594179856,1
http,theyolostore,/js/calendar/skins/aqua/welcome/AOL/index-aol.html,www,50,77,12,3,0,0,0,1,0,5,True,1,12,4.916666666666667,12,2,2.8431203515386634,1
http,pcubelive,/investment/html/,question,17,46,9,8,0,0,0,1,0,3,True,1,5,6.8,10,3,3.1144823004794877,1
